player,buyer,seller,season_id,premium_ratio,premium_ratio_w,hedonic_residual,pi_hedonic_pct,age,position_group,is_attacker,is_midfielder,is_defender,log_fee,log_mv,fee,market_value,revenue_sales,log_revenue,n_sales,max_sale,total_spend,n_buys,net_balance,net_transfer_record,squad_size,average_age,national_team_players,in_degree,out_degree,pagerank,in_strength,out_strength,net_flow,season_id.1,season_2024,season_2025,age_sq,competition_code_jupiler-pro-league,competition_code_laliga,competition_code_liga-portugal,competition_code_ligue-1,competition_code_premier-league,competition_code_serie-a,log_fee_hat,premio_reinvestimento
Johann Lepenant,FC Nantes,Lyon,2025,-0.5833333333333333,-0.5833333333333333,-0.9277064773883836,-60.45404288820828,22,Midfielder,0,1,0,14.731801689838347,15.607270193858982,2500000.0,6000000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,484,0,0,0,1,0,0,15.82853720387338,-1.096735514035032
Ibrahima Sissoko,FC Nantes,VfL Bochum,2025,-0.3333333333333333,-0.3333333333333333,-0.0445510647460061,-4.3573261680229685,28,Midfielder,0,1,0,14.508658238524095,14.914123179965662,2000000.0,3000000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,784,0,0,0,1,0,0,14.66235887566185,-0.15370063713775473
Chidozie Awaziem,FC Nantes,Colorado,2025,-0.575,-0.575,-0.5869671463542936,-44.39892601794623,28,Defender,0,0,1,13.652992804936396,14.508658238524095,850000.0,2000000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,784,0,0,0,1,0,0,14.336747188821178,-0.6837543838847822
Ali Youssif,FC Nantes,Club Africain,2025,-0.375,-0.375,-0.6416634660379295,-47.35844784641628,24,Defender,0,0,1,13.122365377402328,13.592368256649284,500000.0,800000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,576,0,0,0,1,0,0,13.857777610445234,-0.735412233042906
Deiver Machado,FC Nantes,Lens,2025,-0.8333333333333334,-0.8333333333333334,-1.1438209256482563,-68.14010854500128,32,Defender,0,0,1,13.122365377402328,14.914123179965662,500000.0,3000000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,1024,0,0,0,1,0,0,14.804555825267691,-1.6821904478653629
Hyeok-kyu Kwon,FC Nantes,Celtic,2025,-0.6428571428571428,-0.6428571428571428,-1.173552805112358,-69.07346299963825,24,Midfielder,0,1,0,12.429220196836384,13.45883704259595,250000.0,700000.0,39500000.0,17.491811255187805,5,20000000.0,6600000.0,6,32900000.0,,,,,6,1,0.0037305816090697,6600000.0,7000000.0,400000.0,2025,0,1,576,0,0,0,1,0,0,13.896005905631059,-1.4667857087946743
Arsène Kouassi,FC Lorient,AC Ajaccio,2025,-0.1999999999999999,-0.1999999999999999,-0.5676344225877514,-43.31353881278096,21,Defender,0,0,1,13.997832948091215,14.220976332738882,1200000.0,1500000.0,2800000.0,14.845130332288226,1,2800000.0,2200000.0,2,600000.0,,,,,2,0,0.0025487495979688,2200000.0,0.0,-2200000.0,2025,0,1,441,0,0,0,1,0,0,14.46148172801192,-0.46364877992070497
Noah Cadiou,FC Lorient,Rodez AF,2025,-0.1666666666666666,-0.1666666666666666,-0.0964040897381437,-9.190309421361864,26,Midfielder,0,1,0,13.815511557963774,13.997832948091215,1000000.0,1200000.0,2800000.0,14.845130332288226,1,2800000.0,2200000.0,2,600000.0,,,,,2,0,0.0025487495979688,2200000.0,0.0,-2200000.0,2025,0,1,676,0,0,0,1,0,0,14.061005996959098,-0.24549443899532442
Otávio,Paris FC,Porto,2025,0.7,0.7,0.5784900914534319,78.33437931359353,23,Defender,0,0,1,16.648723960844016,16.118095750958314,17000000.0,10000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,529,0,0,0,1,0,0,16.06817174776185,0.5805522130821679
Rudy Matondo,Paris FC,AJ Auxerre,2025,4.0,4.0,1.060858720494716,188.88510034766165,17,Midfielder,0,1,0,16.52356082573315,14.914123179965662,15000000.0,3000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,289,0,0,0,1,0,0,15.528185187692722,0.9953756380404268
Nhoa Sangui,Paris FC,Stade Reims,2025,2.8,2.8,0.8862677286567475,142.6058390268128,19,Defender,0,0,1,16.066802461833923,14.731801689838347,9500000.0,2500000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,361,0,0,0,1,0,0,14.990647069344973,1.0761553924889498
Willem Geubbels,Paris FC,FC St. Gallen,2025,-0.0999999999999999,-0.0999999999999999,-0.0392695346927425,-3.8508485217519706,24,Attacker,1,0,0,16.012735246411598,16.118095750958314,9000000.0,10000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,576,0,0,0,1,0,0,16.17452486819493,-0.16178962178333123
Moses Simon,Paris FC,FC Nantes,2025,-0.4166666666666666,-0.4166666666666666,-0.0376848556409239,-3.6983622832639007,29,Attacker,1,0,0,15.76142084987672,16.300417291085605,7000000.0,12000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,841,0,0,0,1,0,0,15.979236330457361,-0.21781548058064182
Pierre Lees-Melou,Paris FC,Stade Brestois,2025,-0.0333333333333333,-0.0333333333333333,0.7406721188567218,109.73451026072652,32,Midfielder,0,1,0,15.573368647930426,15.607270193858982,5800000.0,6000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,1024,0,0,0,1,0,0,15.305966707302028,0.26740194062839784
Hamari Traoré,Paris FC,Real Sociedad,2025,1.25,1.25,1.4930340447485708,345.058172139737,33,Defender,0,0,1,15.319588176962746,14.508658238524095,4500000.0,2000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,1089,0,0,0,1,0,0,14.273941040249536,1.0456471367132103
Jonathan Ikoné,Paris FC,Fiorentina,2025,-0.7142857142857143,-0.7142857142857143,-0.981304349624958,-62.51782360799476,27,Attacker,1,0,0,14.508658238524095,15.76142084987672,2000000.0,7000000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,729,0,0,0,1,0,0,15.448321074200985,-0.9396628356768897
Thibault De Smet,Paris FC,Stade Reims,2025,-0.4,-0.4,-0.2981090899158722,-25.777976097901263,27,Defender,0,0,1,14.220976332738882,14.731801689838347,1500000.0,2500000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,729,0,0,0,1,0,0,14.407286644761074,-0.18631031202219184
Kevin Trapp,Paris FC,Frankfurt,2025,-0.6,-0.6,-0.2116515645907117,-19.075353574171597,35,Goalkeeper,0,0,0,13.815511557963774,14.731801689838347,1000000.0,2500000.0,0.0,0.0,0,0.0,72300000.0,10,-72300000.0,,,,,9,0,0.0085316498442964,72300000.0,0.0,-72300000.0,2025,0,1,1225,0,0,0,1,0,0,14.361832879772086,-0.5463213218083123
Jonathan Fischer,FC Metz,Fredrikstad FK,2025,-0.1428571428571429,-0.1428571428571429,-0.4014270963121795,-33.06359567383479,23,Goalkeeper,0,0,0,14.914123179965662,15.068273812173889,3000000.0,3500000.0,31600000.0,17.26866771020271,7,12000000.0,5750000.0,3,25850000.0,,,,,3,3,0.0036330366371366,5750000.0,11700000.0,5950000.0,2025,0,1,529,0,0,0,1,0,0,14.945003267122074,-0.030880087156411662
Terry Yegbe,FC Metz,Elfsborg,2025,0.04,0.04,0.0038934735063573,0.3901064427123346,24,Defender,0,0,1,14.77102238760702,14.731801689838347,2600000.0,2500000.0,31600000.0,17.26866771020271,7,12000000.0,5750000.0,3,25850000.0,,,,,3,3,0.0036330366371366,5750000.0,11700000.0,5950000.0,2025,0,1,576,0,0,0,1,0,0,14.753629675468705,0.017392712138315503
Antoine Griezmann,Atlético de Madrid,Barcelona,2023,-0.12,-0.12,0.6612969621189357,93.7303397277191,32,Attacker,1,0,0,16.906553056777135,17.034386422832473,22000000.0,25000000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,1024,0,1,0,0,0,0,16.893357968528353,0.013195088248782127
Arthur Vermeeren,Atlético de Madrid,Royal Antwerp,2023,-0.3333333333333333,-0.3333333333333333,-0.6439025282767368,-47.476135197834765,18,Midfielder,0,1,0,16.811242881518265,17.216707972959764,20000000.0,30000000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,324,0,1,0,0,0,0,16.95678026521915,-0.1455373837008871
Samu Aghehowa,Atlético de Madrid,Granada CF,2023,29.0,8.54399999999996,2.5377599565671733,1165.1324312792572,19,Attacker,1,0,0,15.607270193858982,12.206077645517674,6000000.0,200000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,361,0,1,0,0,0,0,13.734961079808762,1.8723091140502195
Javi Galán,Atlético de Madrid,Celta de Vigo,2023,-0.5833333333333333,-0.5833333333333333,-0.4404303769293385,-35.62407435637536,28,Defender,0,0,1,15.424948670398354,16.300417291085605,5000000.0,12000000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,784,0,1,0,0,0,0,15.74213251974243,-0.31718384934407595
Santiago Mouriño,Atlético de Madrid,Racing Club,2023,4.4,4.4,1.162413084879608,219.7642753495271,21,Defender,0,0,1,14.80876270134486,13.122365377402328,2700000.0,500000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,441,0,1,0,0,0,0,14.321274768569797,0.4874879327750623
Horațiu Moldovan,Atlético de Madrid,FC Rapid 1923,2023,-0.6923076923076923,-0.6923076923076923,-1.2614975298068334,-71.67706897208207,26,Goalkeeper,0,0,0,13.592368256649284,14.77102238760702,800000.0,2600000.0,101100000.0,18.431620693881896,6,50000000.0,56500000.0,6,44600000.0,-84450000.0,23.0,27.7,18.0,6,0,0.0120317467187222,56500000.0,0.0,-56500000.0,2023,0,0,676,0,1,0,0,0,0,13.981993785002995,-0.38962552835371156
Vitor Roque,FC Barcelona,Athletico-PR,2023,-0.25,-0.25,-0.599852034113475,-45.11071607512424,18,Attacker,1,0,0,17.216707972959764,17.50439003707821,30000000.0,40000000.0,131700000.0,18.696037174306525,7,50000000.0,33400000.0,2,98300000.0,3700000.0,24.0,25.8,17.0,2,0,0.0025708296605493,33400000.0,0.0,-33400000.0,2023,0,0,324,0,1,0,0,0,0,17.248858843854745,-0.0321508708949807
Oriol Romeu,FC Barcelona,Girona,2023,-0.3199999999999999,-0.3199999999999999,0.2363710661085054,26.66443310577278,31,Midfielder,0,1,0,15.039286283703994,15.424948670398354,3400000.0,5000000.0,131700000.0,18.696037174306525,7,50000000.0,33400000.0,2,98300000.0,3700000.0,24.0,25.8,17.0,2,0,0.0025708296605493,33400000.0,0.0,-33400000.0,2023,0,0,961,0,1,0,0,0,0,14.768244104255826,0.2710421794481679
Artem Dovbyk,Girona FC,SC Dnipro-1,2023,-0.4833333333333333,-0.4833333333333333,-0.4284343010367912,-34.84716354072938,26,Attacker,1,0,0,15.86320353036178,16.52356082573315,7750000.0,15000000.0,17900000.0,16.700311326676903,3,12000000.0,22250000.0,5,-4350000.0,29150000.0,27.0,28.7,6.0,5,0,0.0039080813447946,22250000.0,0.0,-22250000.0,2023,0,0,676,0,1,0,0,0,0,16.06178991836277,-0.19858638800099015
Jhon Solís,Girona FC,Atl. Nacional,2023,7.571428571428571,7.571428571428571,1.4603659554946198,330.75379808196857,18,Midfielder,0,1,0,15.607270193858982,13.45883704259595,6000000.0,700000.0,17900000.0,16.700311326676903,3,12000000.0,22250000.0,5,-4350000.0,29150000.0,27.0,28.7,6.0,5,0,0.0039080813447946,22250000.0,0.0,-22250000.0,2023,0,0,324,0,1,0,0,0,0,14.85818663805766,0.749083555801322
Yangel Herrera,Girona FC,Man City,2023,0.0,0.0,0.1259464699110477,13.422148213012775,25,Midfielder,0,1,0,15.424948670398354,15.424948670398354,5000000.0,5000000.0,17900000.0,16.700311326676903,3,12000000.0,22250000.0,5,-4350000.0,29150000.0,27.0,28.7,6.0,5,0,0.0039080813447946,22250000.0,0.0,-22250000.0,2023,0,0,625,0,1,0,0,0,0,14.925314314519227,0.4996343558791274
Iván Martín,Girona FC,Villarreal,2023,-0.3333333333333333,-0.3333333333333333,-0.4233199735310222,-34.51310541883943,24,Midfielder,0,1,0,14.508658238524095,14.914123179965662,2000000.0,3000000.0,17900000.0,16.700311326676903,3,12000000.0,22250000.0,5,-4350000.0,29150000.0,27.0,28.7,6.0,5,0,0.0039080813447946,22250000.0,0.0,-22250000.0,2023,0,0,576,0,1,0,0,0,0,14.451436492074711,0.05722174644938427
Portu,Girona FC,Getafe,2023,-0.5714285714285714,-0.5714285714285714,-0.376093951647249,-31.346231481676146,31,Attacker,1,0,0,14.220976332738882,15.068273812173889,1500000.0,3500000.0,17900000.0,16.700311326676903,3,12000000.0,22250000.0,5,-4350000.0,29150000.0,27.0,28.7,6.0,5,0,0.0039080813447946,22250000.0,0.0,-22250000.0,2023,0,0,961,0,1,0,0,0,0,14.738516999440298,-0.5175406667014162
Raúl García,CA Osasuna,Real Betis,2023,0.75,0.75,0.3026657789389748,35.34621016661561,22,Attacker,1,0,0,15.76142084987672,15.201805169084134,7000000.0,4000000.0,4900000.0,15.404745967162468,2,4700000.0,7000000.0,1,-2100000.0,1500000.0,23.0,28.1,3.0,1,1,0.0018024699478991,7000000.0,4700000.0,-2300000.0,2023,0,0,484,0,1,0,0,0,0,15.58135638425933,0.18006446561738976
Pablo Fornals,Real Betis Balompié,West Ham,2023,-0.5294117647058824,-0.5294117647058824,-0.3160380616393485,-27.096832319520804,27,Midfielder,0,1,0,15.894952224644102,16.648723960844016,8000000.0,17000000.0,68500000.0,18.042344317830995,7,22000000.0,33700000.0,7,34800000.0,-875000.0,27.0,29.2,11.0,6,0,0.0046347219876583,33700000.0,0.0,-33700000.0,2023,0,0,729,0,1,0,0,0,0,15.998912240335885,-0.10396001569178281
Abde Ezzalzouli,Real Betis Balompié,Barcelona,2023,-0.5,-0.5,-0.8746299386352234,-58.29837196615322,21,Attacker,1,0,0,15.830413711839864,16.52356082573315,7500000.0,15000000.0,68500000.0,18.042344317830995,7,22000000.0,33700000.0,7,34800000.0,-875000.0,27.0,29.2,11.0,6,0,0.0046347219876583,33700000.0,0.0,-33700000.0,2023,0,0,441,0,1,0,0,0,0,16.362549821901165,-0.5321361100613018
Johnny Cardoso,Real Betis Balompié,Internacional,2023,0.0,0.0,-0.1002822268915561,-9.541792976877892,22,Midfielder,0,1,0,15.607270193858982,15.607270193858982,6000000.0,6000000.0,68500000.0,18.042344317830995,7,22000000.0,33700000.0,7,34800000.0,-875000.0,27.0,29.2,11.0,6,0,0.0046347219876583,33700000.0,0.0,-33700000.0,2023,0,0,484,0,1,0,0,0,0,15.593833520890044,0.013436672968937913
Cédric Bakambu,Real Betis Balompié,Galatasaray,2023,0.7857142857142858,0.7857142857142858,1.1070038825291206,202.5281931347428,32,Attacker,1,0,0,15.424948670398354,14.845130332288226,5000000.0,2800000.0,68500000.0,18.042344317830995,7,22000000.0,33700000.0,7,34800000.0,-875000.0,27.0,29.2,11.0,6,0,0.0046347219876583,33700000.0,0.0,-33700000.0,2023,0,0,1024,0,1,0,0,0,0,14.540955978625437,0.8839926917729173
Chimy Ávila,Real Betis Balompié,CA Osasuna,2023,0.3428571428571427,0.3428571428571427,0.6006406674294844,82.32868659674341,29,Attacker,1,0,0,15.363073279446224,15.068273812173889,4700000.0,3500000.0,68500000.0,18.042344317830995,7,22000000.0,33700000.0,7,34800000.0,-875000.0,27.0,29.2,11.0,6,0,0.0046347219876583,33700000.0,0.0,-33700000.0,2023,0,0,841,0,1,0,0,0,0,14.706182636176544,0.6568906432696799
